name	chrom	txStart	txEnd	name2	Duplicate
NM_152641	chr12	46123619	46301819	ARID2	0
NM_004719	chr12	46312913	46384401	SCAF11	0
NM_001278389	chr12	46576839	46660278	SLC38A1	0
NM_018976	chr12	46751970	46766645	SLC38A2	0
NM_018018	chr12	47158543	47219780	SLC38A4	0
NM_001143668	chr12	47470382	47473734	AMIGO2	0
NM_138371	chr12	47473385	47630446	PCED1B	0
NR_039847	chr12	47581594	47581674	MIR4698	0
NR_026544	chr12	47602202	47610226	PCED1B-AS1	0
NM_024604	chr12	48055714	48099844	RPAP3	0
NM_001172439	chr12	48103517	48119355	ENDOU	0
NM_001098532	chr12	48128452	48152181	RAPGEF3	0
NM_017842	chr12	48166966	48176536	SLC48A1	0
NM_015401	chr12	48176506	48213763	HDAC7	0
NM_001017536	chr12	48235319	48298814	VDR	0
NM_001143841	chr12	48357329	48362661	TMEM106C	0
NM_001844	chr12	48366747	48398285	COL2A1	0
NM_001267595	chr12	48436680	48499775	SENP1	0
NM_001166686	chr12	48499655	48540187	PFKM	0
NR_106760	chr12	48526579	48526650	MIR6505	0
NM_024095	chr12	48541571	48551377	ASB8	0
NM_001013635	chr12	48577365	48579709	CCDC184	0
NM_001004134	chr12	48596121	48597075	OR10AD1	0
NM_181788	chr12	48722762	48724062	H1FNT	0
NM_152320	chr12	48733792	48744674	ZNF641	0
NM_012404	chr12	48866447	48866843	ANP32D	0
NM_152319	chr12	48876285	48890297	C12orf54	0
NM_001005203	chr12	48919414	48921886	OR8S1	0
NM_002289	chr12	48961466	48963829	LALBA	0
NM_017822	chr12	49046994	49076035	KANSL2	0
NR_002968	chr12	49048164	49048301	SNORA34	0
NR_031623	chr12	49048226	49048313	MIR1291	0
NR_002950	chr12	49050430	49050565	SNORA2A	0
NR_002951	chr12	49061239	49061376	SNORA2B	0
NM_001277842	chr12	49082240	49110781	CCNT1	0
NR_029448	chr12	49121217	49159568	LINC00935	0
NM_020983	chr12	49159980	49182820	ADCY6	0
NR_039850	chr12	49165757	49165820	MIR4701	0
NR_110019	chr12	49182929	49184318	LOC100506125	0
NM_001206915	chr12	49212253	49222726	CACNB3	0
NM_004818	chr12	49223538	49245957	DDX23	0
NM_014470	chr12	49250915	49259653	RND1	0
NM_001286957	chr12	49297892	49315359	CCDC65	0
NM_016594	chr12	49315741	49319330	FKBP11	0
NM_001659	chr12	49329991	49351252	ARF3	0
NM_003394	chr12	49359122	49365641	WNT10B	0
NM_005430	chr12	49372235	49376396	WNT1	0
NM_015086	chr12	49388932	49393088	DDN	0
NM_002733	chr12	49396054	49412629	PRKAG1	0
NM_003482	chr12	49412757	49449107	KMT2D	0
NM_144593	chr12	49458467	49463775	RHEBL1	0
NM_021044	chr12	49483205	49488602	DHH	0
NM_018113	chr12	49490922	49504680	LMBR1L	0
NM_006082	chr12	49521566	49525304	TUBA1B	0
NM_001270400	chr12	49578577	49583107	TUBA1A	0
NM_032704	chr12	49658864	49667113	TUBA1C	0
NM_006262	chr12	49688908	49692481	PRPH	0
NM_001100620	chr12	49716970	49718171	TROAP	0
NM_001008223	chr12	49726199	49730971	C1QL4	0
NM_024902	chr12	49741040	49745685	DNAJC22	0
NM_023071	chr12	49760687	49921207	SPATS2	0
NR_033267	chr12	49782956	49786116	LOC100335030	0
NM_012284	chr12	49932939	49952077	KCNH3	0
NM_001012300	chr12	49952085	49960222	MCRS1	0
NR_027450	chr12	49976657	49999410	FAM186B	0
NR_052006	chr12	50017402	50038452	PRPF40B	0
NM_198900	chr12	50031723	50101197	FMNL3	0
NM_001098576	chr12	50135591	50158717	TMBIM6	0
NM_001037806	chr12	50184928	50222208	NCKAP5L	0
NR_027499	chr12	50222325	50234937	BCDIN3D-AS1	0
NM_181708	chr12	50229825	50236912	BCDIN3D	0
NM_012306	chr12	50260678	50297760	FAIM2	0
NR_026948	chr12	50302665	50305646	LOC283332	0
NR_110048	chr12	50305735	50320122	LOC101927292	0
NM_000486	chr12	50344523	50352664	AQP2	0
NR_110589	chr12	50353234	50356707	LOC101927318	0
NM_001651	chr12	50355278	50359465	AQP5	0
NM_001652	chr12	50366619	50370922	AQP6	0
NM_001126104	chr12	50382944	50419307	RACGAP1	0
NM_001256830	chr12	50467367	50477405	ASIC1	0
NM_003076	chr12	50478982	50494494	SMARCD1	0
NM_005276	chr12	50497601	50505103	GPD1	0
NM_032901	chr12	50505763	50514240	COX14	0
NM_001281731	chr12	50523088	50561316	CERS5	0
NM_001113546	chr12	50569562	50677353	LIMA1	0
NR_031625	chr12	50627924	50627995	MIR1293	0
NM_001145475	chr12	50721094	50790405	FAM186A	0
NR_033200	chr12	50794591	50855272	LARP4	0
NM_173602	chr12	50898767	51142450	DIP2B	0
NM_005171	chr12	51157788	51214943	ATF1	0
NM_182559	chr12	51236700	51281663	TMPRSS12	0
NM_014033	chr12	51318533	51326300	METTL7A	0
NM_001109619	chr12	51347781	51364289	HIGD1C	0
NM_001174125	chr12	51379774	51422058	SLC11A2	0
NM_015416	chr12	51442081	51454207	LETMD1	0
NM_030809	chr12	51454987	51477454	CSRNP2	0
NM_001173453	chr12	51487538	51566926	TFCP2	0
NR_026893	chr12	51580718	51611477	POU6F1	0
NM_001136264	chr12	51632507	51637717	DAZAP2	0
NM_001031628	chr12	51639132	51664202	SMAGP	0
NM_001290007	chr12	51674821	51718464	BIN2	0
NM_001971	chr12	51722226	51740463	CELA1	0
NM_007210	chr12	51745832	51785200	GALNT6	0
NR_047672	chr12	51818593	51834963	SLC4A8	0
NM_001177984	chr12	51985019	52206648	SCN8A	0
NM_001013690	chr12	52211675	52225701	FIGNL2	0
NM_182608	chr12	52281792	52285505	ANKRD33	0
NM_000020	chr12	52301201	52317145	ACVRL1	0
NM_004302	chr12	52345450	52390863	ACVR1B	0
NM_181711	chr12	52400728	52409673	GRASP	0
NM_173157	chr12	52445185	52453291	NR4A1	0
NM_001098673	chr12	52463757	52471279	ATG101	0
NM_001081492	chr12	52562779	52585784	KRT80	0
NM_001242696	chr12	52599364	52604639	C12orf80	0
NR_027358	chr12	52604713	52617597	LINC00592	0
NM_005556	chr12	52626953	52642709	KRT7	0
NM_002281	chr12	52679696	52685299	KRT81	0
NM_002284	chr12	52695648	52702947	KRT86	0
NM_002282	chr12	52708084	52715182	KRT83	0
NM_002283	chr12	52753789	52761309	KRT85	0
NM_033045	chr12	52771595	52779417	KRT84	0
NM_033033	chr12	52787734	52800176	KRT82	0
NM_004693	chr12	52817853	52828110	KRT75	0
NM_005555	chr12	52840434	52845910	KRT6B	0
NM_173086	chr12	52862299	52867569	KRT6C	0
NM_005554	chr12	52880957	52887181	KRT6A	0
NM_000424	chr12	52908358	52914243	KRT5	0
NM_033448	chr12	52937692	52946931	KRT71	0
NM_175053	chr12	52959602	52967609	KRT74	0
NM_080747	chr12	52979372	52995322	KRT72	0
NM_175068	chr12	53001353	53012343	KRT73	0
NM_000423	chr12	53038341	53045959	KRT2	0
NM_006121	chr12	53068519	53074191	KRT1	0
NM_175078	chr12	53083410	53097247	KRT77	0
NM_015848	chr12	53161938	53171129	KRT76	0
NM_057088	chr12	53183468	53189892	KRT3	0
NM_002272	chr12	53200326	53207900	KRT4	0
NM_175834	chr12	53215230	53228077	KRT79	0
NM_173352	chr12	53232745	53242778	KRT78	0
NR_045962	chr12	53290970	53343650	KRT8	0
NM_199187	chr12	53342654	53346685	KRT18	0
NM_001417	chr12	53400061	53435993	EIF4B	0
NR_033854	chr12	53436972	53448222	LOC283335	0
NM_170754	chr12	53443834	53458162	TENC1	0
NR_106815	chr12	53450727	53450796	MIR6757	0
NM_032840	chr12	53458099	53473204	SPRYD3	0
NM_002178	chr12	53491435	53496128	IGFBP6	0
NM_003578	chr12	53497273	53518323	SOAT2	0
NM_001244706	chr12	53551446	53558277	CSAD	0
NM_001004304	chr12	53574534	53584654	ZNF740	0
NR_104181	chr12	53585101	53601091	ITGB7	0
NM_001042728	chr12	53604349	53614197	RARG	0
NM_032889	chr12	53645875	53648190	MFSD5	0
NM_012291	chr12	53662082	53687427	ESPL1	0
NM_145897	chr12	53689234	53693234	PFDN5	0
NM_021640	chr12	53693469	53700965	C12orf10	0
NM_001173466	chr12	53701239	53715412	AAAS	0
NM_152860	chr12	53720359	53729537	SP7	0
NM_138473	chr12	53773978	53810226	SP1	0
NM_001164691	chr12	53817638	53825318	AMHR2	0
NM_018457	chr12	53835432	53840427	PRR13	0
NM_005016	chr12	53845885	53874946	PCBP2	0
NR_109828	chr12	53858251	53858841	PCBP2-OT1	0
NM_001193511	chr12	53874275	53893444	MAP3K12	0
NM_004178	chr12	53894704	53900215	TARBP2	0
NM_003717	chr12	53900473	53901422	NPFF	0
NR_073163	chr12	53901639	54020199	ATF7	0
NR_046221	chr12	53907767	53911392	LOC100652999	0
NM_001002031	chr12	54058943	54070512	ATP5G2	0
NR_026554	chr12	54104901	54121307	CALCOCO1	0
NR_104332	chr12	54144230	54150818	CISTR	0
NR_047507	chr12	54329111	54333427	HOXC13-AS	0
NM_017410	chr12	54332575	54340328	HOXC13	0
NM_173860	chr12	54348713	54350350	HOXC12	0
NR_003716	chr12	54356091	54362540	HOTAIR	0
NM_014212	chr12	54366909	54370203	HOXC11	0
NM_017409	chr12	54378945	54384062	HOXC10	0
NR_029617	chr12	54385521	54385631	MIR196A2	0
NR_047505	chr12	54388991	54390569	HOXC-AS2	0
NR_047504	chr12	54392805	54393794	HOXC-AS1	0
NM_006897	chr12	54393876	54397120	HOXC9	0
NM_022658	chr12	54402889	54406545	HOXC8	0
NM_014620	chr12	54410635	54449814	HOXC4	0
NR_003084	chr12	54410635	54429144	HOXC5	0
NM_004503	chr12	54422193	54424607	HOXC6	0
NR_030753	chr12	54427733	54427829	MIR615	0
NR_026655	chr12	54452037	54516018	FLJ12825	0
NR_026658	chr12	54472622	54475607	LOC100240735	0
NR_026657	chr12	54495992	54496483	LOC100240734	0
NR_026656	chr12	54519854	54526626	LOC400043	0
NM_001243789	chr12	54575238	54582741	SMUG1	0
NM_001127321	chr12	54624730	54653370	CBX5	0
NR_039851	chr12	54625180	54625260	MIR3198-2	0
NM_002136	chr12	54674487	54679030	HNRNPA1	0
NR_002944	chr12	54674532	54678663	HNRNPA1P10	0
NM_001136023	chr12	54685890	54694821	NFE2	0
NM_001271736	chr12	54718873	54745635	COPZ1	0
NR_029894	chr12	54730999	54731098	MIR148B	0
NM_020370	chr12	54756228	54758270	GPR84	0
NM_001130968	chr12	54762912	54785089	ZNF385A	0
NM_002205	chr12	54789044	54813050	ITGA5	0
NM_144594	chr12	54849735	54867386	GTSF1	0
NM_005337	chr12	54891494	54936899	NCKAP1L	0
NM_000924	chr12	54943176	54973023	PDE1B	0
NM_006741	chr12	54973023	54982443	PPP1R1A	0
NR_003039	chr12	55001970	55004246	GLYCAM1	0
NM_033277	chr12	55024622	55028663	LACRT	0
NM_053283	chr12	55038374	55042149	DCD	0
NM_058173	chr12	55248298	55252174	MUCL1	0
NM_001098815	chr12	55342086	55375622	TESPA1	0
NM_021191	chr12	55413728	55423801	NEUROD4	0
NM_001005243	chr12	55523552	55524560	OR9K2	0
NM_001005280	chr12	55614808	55615759	OR10A7	0
NM_001005490	chr12	55641071	55642010	OR6C74	0
NM_001005493	chr12	55688071	55689016	OR6C6	0
NM_001005182	chr12	55714383	55715322	OR6C1	0
NM_054104	chr12	55725484	55726420	OR6C3	0
NM_001005497	chr12	55758894	55759833	OR6C75	0
NM_001005518	chr12	55794312	55795251	OR6C65	0
NM_001005183	chr12	55820037	55820976	OR6C76	0
NM_054105	chr12	55845997	55846936	OR6C2	0
NM_001005499	chr12	55862983	55863922	OR6C70	0
NM_001005519	chr12	55886161	55887100	OR6C68	0
NM_001005494	chr12	55945010	55945940	OR6C4	0
NM_001258285	chr12	55968198	55969128	OR2AP1	0
NM_206899	chr12	56030675	56031617	OR10P1	0
NM_152637	chr12	56075329	56078394	METTL7B	0
NM_001144997	chr12	56078353	56106089	ITGA7	0
NM_001487	chr12	56109817	56113491	BLOC1S1	0
NR_037658	chr12	56109817	56118526	BLOC1S1-RDH5	0
NM_001199771	chr12	56114150	56118526	RDH5	0
NM_001267698	chr12	56119226	56122761	CD63	0
NM_005811	chr12	56137063	56146665	GDF11	0
NR_026723	chr12	56146246	56211540	SARNP	0
NM_014182	chr12	56211805	56214959	ORMDL2	0
NM_032364	chr12	56214743	56223420	DNAJC14	0
NR_036476	chr12	56223391	56230030	TMEM198B	0
NR_073606	chr12	56229213	56236767	MMP19	0
NM_032345	chr12	56295196	56321697	WIBG	0
NM_001345	chr12	56324945	56347807	DGKA	0
NM_006928	chr12	56347888	56360496	PMEL	0
NM_001290230	chr12	56360552	56366573	CDK2	0
NM_002868	chr12	56367794	56390467	RAB5B	0
NM_001032387	chr12	56391042	56399309	SUOX	0
NM_022465	chr12	56414688	56432219	IKZF4	0
NM_001029	chr12	56435685	56438007	RPS26	0
NM_001005915	chr12	56473891	56479401	ERBB3	0
NM_006191	chr12	56498102	56507694	PA2G4	0
NM_001035267	chr12	56510373	56511616	RPL41	0
NM_032786	chr12	56512029	56516278	ZC3H10	0
NM_001184796	chr12	56521985	56538460	ESYT1	0
NM_001199629	chr12	56546203	56551771	MYL6B	0
NM_079423	chr12	56552044	56555366	MYL6	0
NM_139067	chr12	56555635	56583351	SMARCC2	0
NR_040053	chr12	56596287	56615715	RNF41	0
NM_024068	chr12	56618124	56623638	NABP2	0
NM_001135195	chr12	56624500	56631629	SLC39A5	0
NM_173595	chr12	56631590	56652143	ANKRD52	0
NM_144576	chr12	56660641	56664750	COQ10A	0
NM_004077	chr12	56665482	56694175	CS	0
NM_001190991	chr12	56708257	56710128	CNPY2	0
NM_014871	chr12	56710006	56727837	PAN2	0
NM_016584	chr12	56732662	56734194	IL23A	0
NM_005419	chr12	56735381	56754037	STAT2	0
NM_001638	chr12	56754354	56756583	APOF	0
NM_003920	chr12	56810156	56843200	TIMELESS	0
NM_012064	chr12	56843285	56848435	MIP	0
NM_207344	chr12	56862300	56864767	SPRYD4	0
NM_001280796	chr12	56864727	56882198	GLS2	0
NM_002898	chr12	56915608	56989980	RBMS2	0
NM_013449	chr12	56989379	57030163	BAZ2A	0
NM_001686	chr12	57031958	57039852	ATP5B	0
NR_003046	chr12	57037463	57037538	SNORD59B	0
NR_002737	chr12	57038810	57038885	SNORD59A	0
NM_001282601	chr12	57057124	57082192	PTGES3	0
NR_045277	chr12	57106210	57119066	NACA	0
NM_000946	chr12	57125363	57146146	PRIM1	0
NM_003725	chr12	57157001	57181574	HSD17B6	0
NM_148897	chr12	57316937	57328189	SDR9C7	0
NM_003708	chr12	57345215	57351418	RDH16	0
NM_007264	chr12	57388354	57390469	GPR182	0
NM_014830	chr12	57392616	57400297	ZBTB39	0
NR_033654	chr12	57403780	57410344	TAC3	0
NM_001256041	chr12	57422300	57444549	MYO1A	0
NM_015257	chr12	57449425	57472574	TMEM194A	0
NM_005967	chr12	57482676	57489259	NAB2	0
NM_003153	chr12	57489186	57505196	STAT6	0
NM_002332	chr12	57522281	57607125	LRP1	0
NR_031597	chr12	57588286	57588359	MIR1228	0
NM_007224	chr12	57610577	57620232	NXPH4	0
NR_048562	chr12	57624148	57628718	SHMT2	0
NM_020142	chr12	57628685	57634475	NDUFA4L2	0
NR_104422	chr12	57637237	57644976	STAC3	0
NM_014925	chr12	57647547	57704246	R3HDM2	0
NM_005538	chr12	57828467	57845845	INHBC	0
NM_031479	chr12	57849095	57851791	INHBE	0
NM_001167609	chr12	57853933	57866047	GLI1	0
NM_001080156	chr12	57866037	57871728	ARHGAP9	0
NM_004990	chr12	57881735	57910438	MARS	0
NR_106816	chr12	57906470	57906533	MIR6758	0
NM_004083	chr12	57910370	57914300	DDIT3	0
NM_052897	chr12	57916658	57923931	MBD6	0
NM_001261412	chr12	57923832	57941114	DCTN2	0
NM_004984	chr12	57943846	57978554	KIF5A	0
NM_001146258	chr12	57984941	57997211	PIP4K2C	0
NM_001286245	chr12	57998404	58003587	DTX3	0
NR_046223	chr12	58005217	58011028	ARHGEF25	0
NM_133489	chr12	58013692	58019934	SLC26A10	0
NM_001276468	chr12	58019677	58026464	B4GALNT1	0
NM_001261420	chr12	58087737	58115340	OS9	0
NM_014770	chr12	58118075	58135944	AGAP2	0
NR_027032	chr12	58120022	58122139	AGAP2-AS1	0
NM_005981	chr12	58138783	58142026	TSPAN31	0
NM_000075	chr12	58141509	58146230	CDK4	0
NR_106817	chr12	58142400	58142465	MIR6759	0
NM_138396	chr12	58148880	58154193	MARCH9	0
NM_000785	chr12	58156116	58160976	CYP27B1	0
NM_005371	chr12	58162350	58165914	METTL1	0
NM_206914	chr12	58166382	58176324	METTL21B	0
NM_005726	chr12	58176527	58191370	TSFM	0
NM_006576	chr12	58191159	58209852	AVIL	0
NM_005730	chr12	58213709	58240747	CTDSP2	0
NR_029847	chr12	58218391	58218475	MIR26A2	0
NR_038269	chr12	58325231	58329947	LOC100506844	0
NM_033276	chr12	58335444	58351052	XRCC6BP1	0
NM_153377	chr12	59265936	59314319	LRIG3	0
NR_073055	chr12	60083117	60183635	SLC16A7	0
NM_178539	chr12	62102028	62586620	FAM19A2	0
NM_001252079	chr12	62654120	62730474	USP15	0
NR_106740	chr12	62654139	62654235	MIR6125	0
NM_001278471	chr12	62860596	62991363	MON2	0
NM_175895	chr12	62995530	62997214	C12orf61	0
NR_029661	chr12	62997465	62997549	MIRLET7I	0
NM_020700	chr12	63037762	63328665	PPM1H	0
NM_000706	chr12	63536538	63546590	AVPR1A	0
NM_173812	chr12	63952692	64062354	DPY19L2	0
NM_001278237	chr12	64173905	64203338	TMEM5	0
NM_020762	chr12	64238540	64541613	SRGAP1	0
NM_152440	chr12	64586418	64616076	C12orf66	0
NM_001099676	chr12	64660762	64784345	C12orf56	0
NM_007235	chr12	64798152	64842463	XPOT	0
NM_013254	chr12	64845839	64895899	TBK1	0
NM_178169	chr12	65004292	65091347	RASSF3	0
NR_030347	chr12	65016288	65016385	MIR548C	0
NR_037515	chr12	65016288	65016385	MIR548Z	0
NM_002076	chr12	65107221	65153226	GNS	0
NM_015279	chr12	65218351	65274798	TBC1D30	0
NR_033988	chr12	65277553	65371302	FLJ41278	0
NM_007191	chr12	65444403	65515346	WIF1	0
NM_014319	chr12	65563350	65642141	LEMD3	0
NM_001193460	chr12	65672422	65860687	MSRB3	0
NR_026825	chr12	66151799	66220754	RPSAP52	0
NM_003484	chr12	66218239	66309307	HMGA2	0
NR_106722	chr12	66417399	66417506	MIR6074	0
NM_032338	chr12	66516848	66524533	LLPH	0
NM_001282609	chr12	66530715	66563852	TMBIM4	0
NM_001142523	chr12	66582977	66648394	IRAK3	0
NR_106757	chr12	66644861	66644937	MIR6502	0
NM_033647	chr12	66696334	66737423	HELB	0
NM_001178074	chr12	66741210	67072925	GRIP1	0
NM_018448	chr12	67663060	67708388	CAND1	0
NR_103861	chr12	67913861	67960911	LOC100507175	0
NM_003583	chr12	68042511	68056444	DYRK2	0
NR_110063	chr12	68102826	68123255	LOC101927901	0
NR_104124	chr12	68383224	68415107	IFNG-AS1	0
NM_000619	chr12	68548549	68553521	IFNG	0
NM_018402	chr12	68595128	68619571	IL26	0
NM_020525	chr12	68642024	68647281	IL22	0
NM_020128	chr12	68718784	68726161	MDM1	0
NM_001010942	chr12	69004618	69054385	RAP1B	0
NR_033335	chr12	69021013	69021155	SNORA70G	0
NR_038930	chr12	69068150	69080639	LOC100507250	0
NM_020401	chr12	69080730	69136473	NUP107	0
NM_018656	chr12	69139935	69159853	SLC35E3	0
NR_073494	chr12	69198216	69199274	LOC100130075	0
NM_002392	chr12	69201951	69239324	MDM2	0
NM_198320	chr12	69244955	69326979	CPM	0
NM_007007	chr12	69633316	69668138	CPSF6	0
NR_031692	chr12	69666936	69666998	MIR1279	0
NM_000239	chr12	69742133	69748013	LYZ	0
NM_006530	chr12	69753531	69784576	YEATS4	0
NM_001278353	chr12	69864128	69973571	FRS2	0
NR_037475	chr12	69978501	69978603	MIR3913-1	0
NR_037476	chr12	69978502	69978602	MIR3913-2	0
NM_001198842	chr12	69979461	69995357	CCT2	0
NM_201550	chr12	70002344	70004942	LRRC10	0
NM_001282613	chr12	70047388	70093196	BEST3	0
NR_110072	chr12	70107412	70132348	LOC101928002	0
NM_175623	chr12	70133169	70216984	RAB3IP	0
NM_014515	chr12	70636773	70748773	CNOT2	0
NM_014505	chr12	70760061	70828072	KCNMB4	0
NM_002837	chr12	70910631	71003624	PTPRB	0
NM_001207016	chr12	71031852	71148539	PTPRR	0
NM_004616	chr12	71518876	71551779	TSPAN8	0
NR_110596	chr12	71833549	71980088	LGR5	0
NM_144982	chr12	72003378	72057749	ZFC3H1	0
NM_031435	chr12	72057676	72074428	THAP2	0
NM_018279	chr12	72079877	72097839	TMEM19	0
NM_014999	chr12	72148657	72181150	RAB21	0
NR_027449	chr12	72233486	72320629	TBC1D15	0
NR_024072	chr12	72242073	72244763	MRS2P2	0
NM_173353	chr12	72332625	72426221	TPH2	0
NR_026837	chr12	72647286	72667289	TRHDE-AS1	0
NM_013381	chr12	72666528	73059422	TRHDE	0
NR_110130	chr12	73552969	73602097	LOC101928137	0
NR_038300	chr12	74526955	74686411	LOC100507377	0
NM_001136262	chr12	74931550	74935232	ATXN7L3B	0
NM_139137	chr12	75433857	75603528	KCNC2	0
NM_001286547	chr12	75669758	75723836	CAPS2	0
NM_152779	chr12	75728462	75764169	GLIPR1L1	0
NR_072995	chr12	75784849	75826177	GLIPR1L2	0
NM_006851	chr12	75874512	75895716	GLIPR1	0
NM_007043	chr12	75891418	75905418	KRR1	0
NM_007350	chr12	76419226	76425556	PHLDA1	0
NM_139207	chr12	76438671	76478738	NAP1L1	0
NM_024685	chr12	76738265	76742222	BBS10	0
NM_001003712	chr12	76745577	76953589	OSBPL8	0
NM_015336	chr12	77157853	77247474	ZDHHC17	0
NM_001321	chr12	77252495	77272799	CSRP2	0
NM_203394	chr12	77415025	77459360	E2F7	0
NM_001024383	chr12	78225068	78606792	NAV3	0
NM_005639	chr12	79258448	79845788	SYT1	0
NR_031700	chr12	79813036	79813101	MIR1252	0
NR_049889	chr12	79850650	79852440	MIR5692B	0
NM_002583	chr12	79985744	80084790	PAWR	0
NM_001244990	chr12	80167342	80329235	PPP1R12A	0
NM_173591	chr12	80603232	80772870	OTOGL	0
NM_001145026	chr12	80838125	81073968	PTPRQ	0
NM_002469	chr12	81101407	81103256	MYF6	0
NM_005593	chr12	81110707	81113447	MYF5	0
NM_004664	chr12	81191170	81331694	LIN7A	0
NR_030348	chr12	81226311	81226408	MIR617	0
NR_030349	chr12	81329514	81329612	MIR618	0
NM_024560	chr12	81471808	81649582	ACSS3	0
NR_039848	chr12	81552166	81552240	MIR4699	0
NM_001220479	chr12	81651753	81763193	PPFIA2	0
NR_110089	chr12	82347497	82386912	LOC101928449	0
NM_014167	chr12	82746082	82752199	CCDC59	0
NM_032230	chr12	82752275	82873016	METTL25	0
NM_152588	chr12	83080933	83528067	TMTC2	0
NM_001146335	chr12	85253266	85306608	SLC6A15	0
NM_001100917	chr12	85408093	85430055	TSPAN19	0
NM_001079910	chr12	85430098	85638883	LRRIQ1	0
NM_006982	chr12	85674035	85695561	ALX1	0
NM_005447	chr12	86198330	86230318	RASSF9	0
NM_006183	chr12	86268072	86276770	NTS	0
NM_013244	chr12	86373036	87232681	MGAT4C	0
NR_039710	chr12	86946651	86946729	MIR548AL	0
NR_033410	chr12	88176662	88178488	MKRN9P	0
NM_152589	chr12	88373815	88423176	C12orf50	0
NM_001009894	chr12	88429267	88443937	C12orf29	0
NM_025114	chr12	88442789	88535993	CEP290	0
NM_181783	chr12	88536072	88593664	TMTC3	0
NM_003994	chr12	88886569	88974250	KITLG	0
NR_038385	chr12	89404902	89413469	LOC728084	0
NM_022652	chr12	89741601	89746636	DUSP6	0
NM_001199777	chr12	89813497	89919344	POC1B	0
NM_003774	chr12	89913189	89918583	GALNT4	0
NM_001199781	chr12	89913189	89920039	POC1B-GALNT4	0
NM_001001323	chr12	89981825	90049844	ATP2B1	0
NR_028138	chr12	90102731	90105729	LINC00936	0
NR_038868	chr12	91311799	91342446	LINC00615	0
NM_152638	chr12	91345991	91348953	CCER1	0
NM_004950	chr12	91357455	91398803	EPYC	0
NM_007035	chr12	91444270	91452131	KERA	0
NM_002345	chr12	91497231	91505542	LUM	0
NM_133504	chr12	91539034	91572329	DCN	0
NM_001256373	chr12	92378751	92536447	C12orf79	0
NM_001731	chr12	92534053	92539673	BTG1	0
NM_001025232	chr12	92813869	92821924	CLLU1OS	0
NR_027932	chr12	92815306	92824778	CLLU1	0
NM_001037671	chr12	93096618	93102325	C12orf74	0
NM_001004330	chr12	93130264	93165868	PLEKHG7	0
NM_003566	chr12	93166284	93323107	EEA1	0
NR_040096	chr12	93397533	93771512	LOC643339	0
NM_019094	chr12	93771700	93797024	NUDT4	0
NR_104005	chr12	93771701	93796045	NUDT4P2	0
NR_002212	chr12	93771745	93796052	NUDT4P1	0
NM_003348	chr12	93802087	93836026	UBE2N	0
NR_038159	chr12	93861265	93897548	MRPL42	0
NR_038263	chr12	93959403	93965174	SOCS2-AS1	0
NM_003877	chr12	93963597	93970521	SOCS2	0
NM_003805	chr12	94071150	94244531	CRADD	0
NR_110093	chr12	94108310	94131599	LOC101928731	0
NR_037687	chr12	94656296	94701451	PLXNC1	0
NM_016122	chr12	94702055	94853764	CEP83	0
NR_027035	chr12	94853778	94856344	CEP83-AS1	0
NR_049885	chr12	94955564	94955635	MIR5700	0
NM_020698	chr12	94960899	95044324	TMCC3	0
NR_106998	chr12	94965006	94965128	MIR7844	0
NR_030171	chr12	95228173	95228289	MIR492	0
NR_036685	chr12	95228229	95228804	KRT19P2	0
NM_018838	chr12	95365103	95397489	NDUFA12	0
NM_001032287	chr12	95424184	95467404	NR2C1	0
NM_018351	chr12	95470524	95611240	FGD6	0
NR_038241	chr12	95611521	95696566	VEZT	0
NR_029895	chr12	95702195	95702289	MIR331	0
NR_037456	chr12	95703698	95703760	MIR3685	0
NM_006838	chr12	95867821	95909613	METAP2	0
NM_001042403	chr12	95910335	95942620	USP44	0
NR_077225	chr12	96043030	96067770	PGAM1P5	0
NM_021229	chr12	96051582	96184536	NTN4	0
NM_003095	chr12	96252708	96260238	SNRPF	0
NM_182496	chr12	96260825	96336428	CCDC38	0
NM_152435	chr12	96337070	96362370	AMDHD1	0
NM_002108	chr12	96366439	96390143	HAL	0
NM_001256643	chr12	96394530	96437298	LTA4H	0
NM_005230	chr12	96588206	96661606	ELK3	0
NM_001170464	chr12	96672038	96794366	CDK17	0
NM_152905	chr12	97301000	97347469	NEDD1	0
NR_024037	chr12	97858798	97927544	RMST	0
NR_031653	chr12	97885686	97885756	MIR1251	0
NR_029678	chr12	97957589	97957689	MIR135A2	0
NR_077240	chr12	98123825	98150295	LOC643711	0
NR_036189	chr12	98389160	98389226	MIR4303	0
NR_033801	chr12	98847618	98850923	SLC9A7P1	0
NR_038383	chr12	98879321	98897633	LOC643770	0
NR_027157	chr12	98906750	98910004	TMPO-AS1	0
NM_003276	chr12	98909350	98929412	TMPO	0
NM_213611	chr12	98987402	98995778	SLC25A3	0
NR_003015	chr12	98993412	98993662	SNORA53	0
NM_201612	chr12	99007181	99038829	IKBIP	0
NM_181868	chr12	99039077	99129211	APAF1	0
NM_001204067	chr12	99137751	99548868	ANKS1B	0
NR_110095	chr12	99487136	99498789	LOC101928937	0
NM_153364	chr12	100041527	100043892	FAM71C	0
NM_001006947	chr12	100463685	100536642	UHRF1BP1L	0
NR_024261	chr12	100558827	100567121	GOLGA2P5	0
NR_031728	chr12	100583661	100583727	MIR1827	0
NR_048569	chr12	100594554	100618202	ACTR6	0
