Block	Spot-rowy	Spot-colx	Chr	Position
10	8	3	13	27.951903
10	8	4	23	143.004186
10	8	5	7	115.8209095
10	8	6	8	31.209523
10	8	7	8	34.501072
10	8	8	8	32.9600135
10	8	9	15	38.6471125
10	8	10	8	32.286711
10	9	1	8	110.1242975
10	9	2	2	224.338608
10	9	3	14	77.7993525
10	9	4	8	88.909111
10	9	5	19	4.9041725
10	9	6	14	104.2528805
10	9	7	8	62.0526105
10	9	8	17	17.4321355
10	9	9	23	26.1796275
10	9	10	1	32.6144855
10	10	1	8	72.2445545
10	10	2	11	76.6984685
10	10	3	4	33.789942
10	10	4	8	84.7885195
10	10	5	18	43.5423025
10	10	6	3	31.595046
10	10	7	7	33.549666
10	10	8	18	77.2778
10	10	9	8	8.4173835
10	10	10	8	95.703892
10	11	1	NA	NA
10	11	2	NA	NA
10	11	3	NA	NA
10	11	4	NA	NA
10	11	5	NA	NA
10	11	6	NA	NA
10	11	7	NA	NA
10	11	8	NA	NA
10	11	9	NA	NA
10	11	10	NA	NA
11	1	1	8	36.1089065
11	1	2	30	NA
11	1	3	20	48.2819075
11	1	4	8	33.9020455
11	1	5	8	37.660325
11	1	6	30	NA
11	1	7	NA	NA
11	1	8	NA	NA
11	1	9	NA	NA
11	1	10	NA	NA
11	2	1	8	93.9189095
11	2	2	11	22.566461
11	2	3	8	89.74851
11	2	4	1	148.506891
11	2	5	6	132.8406175
11	2	6	10	135.080259
11	2	7	20	1.2462075
11	2	8	22	39.797375
11	2	9	17	57.7704725
11	2	10	8	32.678693
11	3	1	16	22.046461
11	3	2	3	21.274008
11	3	3	3	114.6197535
11	3	4	8	66.800466
11	3	5	7	64.5874025
11	3	6	5	16.255782
11	3	7	5	154.544093
11	3	8	8	49.158866
11	3	9	5	3.4913615
11	3	10	1	62.8668655
11	4	1	20	48.2819075
11	4	2	8	33.9020455
11	4	3	8	37.660325
11	4	4	30	NA
11	4	5	5	121.1583245
11	4	6	3	193.917589
11	4	7	4	72.138316
11	4	8	15	40.263625
11	4	9	8	98.8905755
11	4	10	3	125.792426
11	5	1	8	89.74851
11	5	2	1	148.506891
11	5	3	6	132.8406175
11	5	4	10	135.080259
11	5	5	20	1.2462075
11	5	6	22	39.797375
11	5	7	17	57.7704725
11	5	8	8	32.678693
11	5	9	8	36.1089065
11	5	10	30	NA
11	6	1	3	114.6197535
11	6	2	8	66.800466
11	6	3	7	64.5874025
11	6	4	5	16.255782
11	6	5	5	154.544093
11	6	6	8	49.158866
11	6	7	5	3.4913615
11	6	8	1	62.8668655
11	6	9	8	93.9189095
11	6	10	11	22.566461
11	7	1	8	37.660325
11	7	2	30	NA
11	7	3	5	121.1583245
11	7	4	3	193.917589
11	7	5	4	72.138316
11	7	6	15	40.263625
11	7	7	8	98.8905755
11	7	8	3	125.792426
11	7	9	16	22.046461
11	7	10	3	21.274008
11	8	1	6	132.8406175
11	8	2	10	135.080259
11	8	3	20	1.2462075
11	8	4	22	39.797375
11	8	5	17	57.7704725
11	8	6	8	32.678693
11	8	7	8	36.1089065
11	8	8	30	NA
11	8	9	20	48.2819075
11	8	10	8	33.9020455
11	9	1	7	64.5874025
11	9	2	5	16.255782
11	9	3	5	154.544093
11	9	4	8	49.158866
11	9	5	5	3.4913615
11	9	6	1	62.8668655
11	9	7	8	93.9189095
11	9	8	11	22.566461
11	9	9	8	89.74851
11	9	10	1	148.506891
11	10	1	5	121.1583245
11	10	2	3	193.917589
11	10	3	4	72.138316
11	10	4	15	40.263625
11	10	5	8	98.8905755
11	10	6	3	125.792426
11	10	7	16	22.046461
11	10	8	3	21.274008
11	10	9	3	114.6197535
11	10	10	8	66.800466
11	11	1	NA	NA
11	11	2	NA	NA
11	11	3	NA	NA
11	11	4	NA	NA
11	11	5	NA	NA
11	11	6	NA	NA
11	11	7	NA	NA
11	11	8	NA	NA
11	11	9	NA	NA
11	11	10	NA	NA
12	1	1	8	36.355674
12	1	2	30	NA
12	1	3	20	42.939001
12	1	4	NA	NA
12	1	5	8	37.7805105
12	1	6	NA	NA
12	1	7	NA	NA
12	1	8	NA	NA
12	1	9	NA	NA
12	1	10	NA	NA
12	2	1	16	31.189236
12	2	2	NA	NA
12	2	3	8	28.3000985
12	2	4	NA	NA
12	2	5	6	121.410562
12	2	6	10	97.411475
12	2	7	20	47.237837
12	2	8	4	1.68145
12	2	9	11	74.273805
12	2	10	8	32.8404715
12	3	1	16	59.440696
12	3	2	NA	NA
12	3	3	18	10.9306805
12	3	4	8	20.5602685
12	3	5	5	65.083902
12	3	6	5	93.15444
12	3	7	24	27.6278075
12	3	8	12	103.0098735
12	3	9	12	10.940823
12	3	10	1	71.598674
12	4	1	20	42.939001
12	4	2	NA	NA
12	4	3	8	37.7805105
12	4	4	NA	NA
12	4	5	8	78.5564475
12	4	6	14	48.4446365
12	4	7	3	60.7218525
12	4	8	3	144.6782765
12	4	9	4	62.6480065
12	4	10	NA	NA
12	5	1	8	28.3000985
12	5	2	NA	NA
12	5	3	6	121.410562
12	5	4	10	97.411475
12	5	5	20	47.237837
12	5	6	4	1.68145
12	5	7	11	74.273805
12	5	8	8	32.8404715
12	5	9	8	36.355674
12	5	10	30	NA
12	6	1	18	10.9306805
12	6	2	8	20.5602685
12	6	3	5	65.083902
12	6	4	5	93.15444
12	6	5	24	27.6278075
12	6	6	12	103.0098735
12	6	7	12	10.940823
12	6	8	1	71.598674
12	6	9	16	31.189236
12	6	10	NA	NA
12	7	1	8	37.7805105
12	7	2	NA	NA
12	7	3	8	78.5564475
12	7	4	14	48.4446365
12	7	5	3	60.7218525
12	7	6	3	144.6782765
12	7	7	4	62.6480065
12	7	8	NA	NA
12	7	9	16	59.440696
12	7	10	NA	NA
12	8	1	6	121.410562
12	8	2	10	97.411475
12	8	3	20	47.237837
12	8	4	4	1.68145
12	8	5	11	74.273805
12	8	6	8	32.8404715
12	8	7	8	36.355674
12	8	8	30	NA
12	8	9	20	42.939001
12	8	10	NA	NA
12	9	1	5	65.083902
12	9	2	5	93.15444
12	9	3	24	27.6278075
12	9	4	12	103.0098735
12	9	5	12	10.940823
12	9	6	1	71.598674
12	9	7	16	31.189236
12	9	8	NA	NA
12	9	9	8	28.3000985
12	9	10	NA	NA
12	10	1	8	78.5564475
12	10	2	14	48.4446365
12	10	3	3	60.7218525
12	10	4	3	144.6782765
12	10	5	4	62.6480065
12	10	6	NA	NA
12	10	7	16	59.440696
12	10	8	NA	NA
12	10	9	18	10.9306805
12	10	10	8	20.5602685
12	11	1	NA	NA
12	11	2	NA	NA
12	11	3	NA	NA
12	11	4	NA	NA
12	11	5	NA	NA
12	11	6	NA	NA
12	11	7	NA	NA
12	11	8	NA	NA
12	11	9	NA	NA
12	11	10	NA	NA
13	1	1	8	34.1080575
13	1	2	8	38.029371
13	1	3	19	54.05408
13	1	4	8	31.733952
13	1	5	8	35.4231955
13	1	6	0	NA
13	1	7	NA	NA
13	1	8	NA	NA
13	1	9	NA	NA
13	1	10	NA	NA
13	2	1	8	22.9615945
13	2	2	5	54.5981505
13	2	3	21	36.849683
13	2	4	1	3.1683125
13	2	5	1	196.8315165
13	2	6	9	2.2163485
13	2	7	10	107.918378
13	2	8	23	76.4905115
13	2	9	3	30.4982775
13	2	10	20	49.7532285
13	3	1	3	95.41156
13	3	2	2	96.2459065
13	3	3	11	34.0643315
13	3	4	7	142.64191
13	3	5	4	23.0470965
13	3	6	8	125.336604
13	3	7	8	4.1463945
13	3	8	19	60.9634685
13	3	9	3	195.503124
13	3	10	8	137.5018115
13	4	1	19	54.05408
13	4	2	8	31.733952
13	4	3	8	35.4231955
13	4	4	0	NA
13	4	5	8	11.548879
13	4	6	12	75.6867665
13	4	7	8	132.8506385
13	4	8	8	111.7829535
13	4	9	8	75.498832
13	4	10	8	64.119191
13	5	1	21	36.849683
13	5	2	1	3.1683125
13	5	3	1	196.8315165
13	5	4	9	2.2163485
13	5	5	10	107.918378
13	5	6	23	76.4905115
13	5	7	3	30.4982775
13	5	8	20	49.7532285
13	5	9	8	34.1080575
13	5	10	8	38.029371
13	6	1	11	34.0643315
13	6	2	7	142.64191
13	6	3	4	23.0470965
13	6	4	8	125.336604
13	6	5	8	4.1463945
13	6	6	19	60.9634685
13	6	7	3	195.503124
13	6	8	8	137.5018115
13	6	9	8	22.9615945
13	6	10	5	54.5981505
13	7	1	8	35.4231955
13	7	2	0	NA
13	7	3	8	11.548879
13	7	4	12	75.6867665
13	7	5	8	132.8506385
13	7	6	8	111.7829535
13	7	7	8	75.498832
13	7	8	8	64.119191
13	7	9	3	95.41156
13	7	10	2	96.2459065
13	8	1	1	196.8315165
13	8	2	9	2.2163485
13	8	3	10	107.918378
13	8	4	23	76.4905115
13	8	5	3	30.4982775
13	8	6	20	49.7532285
13	8	7	8	34.1080575
13	8	8	8	38.029371
13	8	9	19	54.05408
13	8	10	8	31.733952
13	9	1	4	23.0470965
13	9	2	8	125.336604
13	9	3	8	4.1463945
13	9	4	19	60.9634685
13	9	5	3	195.503124
13	9	6	8	137.5018115
13	9	7	8	22.9615945
13	9	8	5	54.5981505
13	9	9	21	36.849683
13	9	10	1	3.1683125
13	10	1	8	11.548879
13	10	2	12	75.6867665
13	10	3	8	132.8506385
13	10	4	8	111.7829535
13	10	5	8	75.498832
13	10	6	8	64.119191
13	10	7	3	95.41156
13	10	8	2	96.2459065
13	10	9	11	34.0643315
13	10	10	7	142.64191
13	11	1	NA	NA
13	11	2	NA	NA
13	11	3	NA	NA
13	11	4	NA	NA
13	11	5	NA	NA
13	11	6	NA	NA
13	11	7	NA	NA
13	11	8	NA	NA
13	11	9	NA	NA
13	11	10	NA	NA
14	1	1	8	34.266906
14	1	2	8	30.8847425
14	1	3	4	101.4588453
14	1	4	8	31.904716
14	1	5	8	35.475521
14	1	6	0	NA
14	1	7	NA	NA
14	1	8	NA	NA
14	1	9	NA	NA
14	1	10	NA	NA
14	2	1	5	168.4582445
14	2	2	5	140.017291
14	2	3	23	11.8820045
14	2	4	1	14.0476345
14	2	5	1	203.336956
14	2	6	9	112.8599705
14	2	7	13	94.474818
14	2	8	23	34.6512445
14	2	9	17	40.9788645
14	2	10	8	30.7724115
14	3	1	3	51.356362
14	3	2	8	56.8432035
14	3	3	3	82.4505615
14	3	4	2	42.5304745
14	3	5	15	72.6389915
14	3	6	7	77.5656905
14	3	7	8	141.089058
14	3	8	24	2.770565
14	3	9	12	61.7212175
14	3	10	4	52.599033
14	4	1	4	101.4588453
14	4	2	8	31.904716
14	4	3	8	35.475521
14	4	4	0	NA
14	4	5	8	4.839133
14	4	6	8	80.3706445
14	4	7	8	119.47937
14	4	8	4	91.0136705
14	4	9	2	164.4601605
14	4	10	12	133.0608705
14	5	1	23	11.8820045
14	5	2	1	14.0476345
14	5	3	1	203.336956
14	5	4	9	112.8599705
14	5	5	13	94.474818
14	5	6	23	34.6512445
14	5	7	17	40.9788645
14	5	8	8	30.7724115
14	5	9	8	34.266906
14	5	10	8	30.8847425
14	6	1	3	82.4505615
14	6	2	2	42.5304745
14	6	3	15	72.6389915
14	6	4	7	77.5656905
14	6	5	8	141.089058
14	6	6	24	2.770565
14	6	7	12	61.7212175
14	6	8	4	52.599033
14	6	9	5	168.4582445
14	6	10	5	140.017291
14	7	1	8	35.475521
14	7	2	0	NA
14	7	3	8	4.839133
14	7	4	8	80.3706445
14	7	5	8	119.47937
14	7	6	4	91.0136705
14	7	7	2	164.4601605
14	7	8	12	133.0608705
14	7	9	3	51.356362
14	7	10	8	56.8432035
14	8	1	1	203.336956
14	8	2	9	112.8599705
14	8	3	13	94.474818
14	8	4	23	34.6512445
14	8	5	17	40.9788645
14	8	6	8	30.7724115
14	8	7	8	34.266906
14	8	8	8	30.8847425
14	8	9	4	101.4588453
14	8	10	8	31.904716
14	9	1	15	72.6389915
14	9	2	7	77.5656905
14	9	3	8	141.089058
14	9	4	24	2.770565
14	9	5	12	61.7212175
14	9	6	4	52.599033
14	9	7	5	168.4582445
14	9	8	5	140.017291
14	9	9	23	11.8820045
14	9	10	1	14.0476345
14	10	1	8	4.839133
14	10	2	8	80.3706445
14	10	3	8	119.47937
14	10	4	4	91.0136705
14	10	5	2	164.4601605
14	10	6	12	133.0608705
14	10	7	3	51.356362
14	10	8	8	56.8432035
14	10	9	3	82.4505615
14	10	10	2	42.5304745
14	11	1	NA	NA
14	11	2	NA	NA
14	11	3	NA	NA
14	11	4	NA	NA
14	11	5	NA	NA
14	11	6	NA	NA
14	11	7	NA	NA
14	11	8	NA	NA
14	11	9	NA	NA
14	11	10	NA	NA
15	1	1	8	35.826908
15	1	2	0	NA
15	1	3	20	53.449408
15	1	4	8	33.793851
15	1	5	8	36.995799
15	1	6	30	NA
15	1	7	NA	NA
15	1	8	NA	NA
15	1	9	NA	NA
15	1	10	NA	NA
15	2	1	5	26.4104995
15	2	2	8	120.3872365
15	2	3	2	128.0840955
15	2	4	1	140.9919995
15	2	5	6	108.0779925
15	2	6	10	118.0211595
15	2	7	20	56.0560715
15	2	8	17	59.7394765
15	2	9	11	76.575428
15	2	10	8	32.3414405
15	3	1	4	82.4484105
15	3	2	18	21.934966
15	3	3	12	91.904564
15	3	4	12	82.284774
15	3	5	2	241.016795
15	3	6	17	8.493854
15	3	7	24	21.941379
15	3	8	8	116.9836555
15	3	9	3	134.4938555
15	3	10	1	44.2228355
15	4	1	20	53.449408
15	4	2	8	33.793851
15	4	3	8	36.995799
15	4	4	30	NA
15	4	5	8	100.9550215
15	4	6	8	84.024849
15	4	7	15	81.182838
15	4	8	17	39.936956
15	4	9	16	88.3493445
15	4	10	8	117.9666605
15	5	1	2	128.0840955
15	5	2	1	140.9919995
15	5	3	6	108.0779925
15	5	4	10	118.0211595
15	5	5	20	56.0560715
15	5	6	17	59.7394765
15	5	7	11	76.575428
15	5	8	8	32.3414405
15	5	9	8	35.826908
15	5	10	0	NA
15	6	1	12	91.904564
15	6	2	12	82.284774
15	6	3	2	241.016795
15	6	4	17	8.493854
15	6	5	24	21.941379
15	6	6	8	116.9836555
15	6	7	3	134.4938555
15	6	8	1	44.2228355
15	6	9	5	26.4104995
15	6	10	8	120.3872365
15	7	1	8	36.995799
15	7	2	30	NA
15	7	3	8	100.9550215
15	7	4	8	84.024849
15	7	5	15	81.182838
15	7	6	17	39.936956
15	7	7	16	88.3493445
15	7	8	8	117.9666605
15	7	9	4	82.4484105
15	7	10	18	21.934966
15	8	1	6	108.0779925
15	8	2	10	118.0211595
15	8	3	20	56.0560715
15	8	4	17	59.7394765
15	8	5	11	76.575428
15	8	6	8	32.3414405
15	8	7	8	35.826908
15	8	8	0	NA
15	8	9	20	53.449408
15	8	10	8	33.793851
15	9	1	2	241.016795
15	9	2	17	8.493854
15	9	3	24	21.941379
15	9	4	8	116.9836555
15	9	5	3	134.4938555
15	9	6	1	44.2228355
15	9	7	5	26.4104995
15	9	8	8	120.3872365
15	9	9	2	128.0840955
15	9	10	1	140.9919995
15	10	1	8	100.9550215
15	10	2	8	84.024849
15	10	3	15	81.182838
15	10	4	17	39.936956
15	10	5	16	88.3493445
15	10	6	8	117.9666605
15	10	7	4	82.4484105
15	10	8	18	21.934966
15	10	9	12	91.904564
15	10	10	12	82.284774
15	11	1	NA	NA
15	11	2	NA	NA
15	11	3	NA	NA
15	11	4	NA	NA
15	11	5	NA	NA
15	11	6	NA	NA
15	11	7	NA	NA
15	11	8	NA	NA
15	11	9	NA	NA
15	11	10	NA	NA
16	1	1	8	35.785224
16	1	2	30	NA
16	1	3	20	46.751417
16	1	4	8	33.7277075
16	1	5	8	37.3202425
16	1	6	30	NA
16	1	7	NA	NA
16	1	8	NA	NA
16	1	9	NA	NA
16	1	10	NA	NA
16	2	1	8	92.0676715
16	2	2	8	82.256208
16	2	3	16	0.1011785
16	2	4	1	142.71197
16	2	5	6	143.455355
16	2	6	10	22.597873
16	2	7	20	37.997423
16	2	8	7	55.02576
16	2	9	19	45.8946305
16	2	10	8	32.433494
16	3	1	11	125.202177
16	3	2	11	104.4131515
16	3	3	7	133.692356
16	3	4	2	185.4930925
16	3	5	11	134.5985135
16	3	6	5	40.1613545
16	3	7	7	112.7551865
16	3	8	2	31.5623975
16	3	9	7	122.3797
16	3	10	1	53.184347
16	4	1	20	46.751417
16	4	2	8	33.7277075
16	4	3	8	37.3202425
16	4	4	30	NA
16	4	5	8	113.175966
16	4	6	8	55.1466235
16	4	7	11	85.8380935
16	4	8	8	18.310982
16	4	9	2	154.7611325
16	4	10	11	44.3022005
16	5	1	16	0.1011785
16	5	2	1	142.71197
16	5	3	6	143.455355
16	5	4	10	22.597873
16	5	5	20	37.997423
16	5	6	7	55.02576
16	5	7	19	45.8946305
16	5	8	8	32.433494
16	5	9	8	35.785224
16	5	10	30	NA
16	6	1	7	133.692356
16	6	2	2	185.4930925
16	6	3	11	134.5985135
16	6	4	5	40.1613545
16	6	5	7	112.7551865
16	6	6	2	31.5623975
16	6	7	7	122.3797
16	6	8	1	53.184347
16	6	9	8	92.0676715
16	6	10	8	82.256208
16	7	1	8	37.3202425
16	7	2	30	NA
16	7	3	8	113.175966
16	7	4	8	55.1466235
16	7	5	11	85.8380935
16	7	6	8	18.310982
16	7	7	2	154.7611325
16	7	8	11	44.3022005
16	7	9	11	125.202177
16	7	10	11	104.4131515
16	8	1	6	143.455355
16	8	2	10	22.597873
16	8	3	20	37.997423
16	8	4	7	55.02576
16	8	5	19	45.8946305
16	8	6	8	32.433494
16	8	7	8	35.785224
16	8	8	30	NA
16	8	9	20	46.751417
16	8	10	8	33.7277075
16	9	1	11	134.5985135
16	9	2	5	40.1613545
16	9	3	7	112.7551865
16	9	4	2	31.5623975
16	9	5	7	122.3797
16	9	6	1	53.184347
16	9	7	8	92.0676715
16	9	8	8	82.256208
16	9	9	16	0.1011785
16	9	10	1	142.71197
16	10	1	8	113.175966
16	10	2	8	55.1466235
16	10	3	11	85.8380935
16	10	4	8	18.310982
16	10	5	2	154.7611325
16	10	6	11	44.3022005
16	10	7	11	125.202177
16	10	8	11	104.4131515
16	10	9	7	133.692356
16	10	10	2	185.4930925
16	11	1	NA	NA
16	11	2	NA	NA
16	11	3	NA	NA
16	11	4	NA	NA
16	11	5	NA	NA
16	11	6	NA	NA
16	11	7	NA	NA
16	11	8	NA	NA
16	11	9	NA	NA
16	11	10	NA	NA
