Clone	Target	Chromosome	Position	Bad_P	Log2Rat	RawRat	Log2StdDev	NReplic	FISH_2	FISH	WI_cR	WI_cM	WI-RH	G3	GB4	cM_MGD	CM	MARKER_NAMES	MAP_SOURCE	MAPPING_NAME	DNASOURCE_DESCRIPTION	CLONENOTES	KB_POSITION	WELL_ID	USER_CLONE_ID
RP11-86C20	HumArray1H3_M30	5	585	0	-0.039772	0.972809	0.018120	3		5q33					587.01		156	AFM191XD8;D5S410	fishClones.txt	RP11-86C20	MSD9		168133	HumArray1H3_M30	RP11-86C20
RP11-170L13	HumArray1H3_E5	5	586	0	0.032801	1.022997	0.009972	3	587.01	5q33							156.8	AFM311VF9	stsMap.txt	AFM311VF9	MSD5		171573	HumArray1H3_E5	RP11-170L13
RP11-31B18	HumArray1H3_M31	5	587	0	-0.004887	0.996618	0.021075	3	5q33	5q33.2				5752	589.64		157.6	AFM210VG3;D5S487	fishClones.txt	RP11-31B18	MSD9		171776	HumArray1H3_M31	RP11-31B18
RP11-47O12	HumArray1H3_M32	5	588	1				0	3.2	5q33.2				5757			159.2	AFMA083XB9;D5S2112	fishClones.txt	RP11-47O12	MSD9		173111	HumArray1H3_M32	RP11-47O12
RP11-82E8	HumArray1H3_J16	5	589	0	-0.003547	0.997545	0.039722	3	3	5q33-5q34				5768	591.46		160.4	AFMB343XE9;D5S2049	fishClones.txt	RP11-82E8	MSD8		174683	HumArray1H3_J16	RP11-82E8
RP11-4J6	HumArray1H3_M33	5	590	0	0.028831	1.020185	0.018639	3	5q34	5q33-5q34				5782	591.56		161	AFM198WE11;D5S412	fishClones.txt	RP11-4J6	MSD9		175170	HumArray1H3_M33	RP11-4J6
RP11-90N23	HumArray1H3_M35	5	591	0	-0.012034	0.991693	0.008551	2	-5q34	5q34				5843			162.2	AFM136XD2;D5S403	fishClones.txt	RP11-90N23	MSD9		177242	HumArray1H3_M35	RP11-90N23
RP11-210K16	HumArray1H3_M34	5	592	0	-0.022947	0.984220	1000000.000000	1		5q34							161.6	AFMA102ZG9	fishClones.txt	RP11-210K16	MSD9		178123	HumArray1H3_M34	RP11-210K16
RP11-88J19	HumArray1H3_M36	5	593	0	-0.072006	0.951314	0.037145	3	34	5q34							163.9	AFM211YC7	fishClones.txt	RP11-88J19	MSD9		179683	HumArray1H3_M36	RP11-88J19
RP11-94L2	HumArray1H3_E6	5	594	0	-0.096341	0.935402	0.046603	3		5q34				5942			164.9	AFMC033XH1;D5S2066	fishClones.txt	RP11-94L2	MSD5		180729	HumArray1H3_E6	RP11-94L2
RP11-173F9	HumArray1H3_N2	5	595	0	0.032371	1.022692	0.016438	3	2	5q34							168.5	AFMB317YD9	fishClones.txt	RP11-173F9	MSD9		182847	HumArray1H3_N2	RP11-173F9
RP11-128E4	HumArray1H3_N1	5	596	0	0.056798	1.040155	0.015036	3	2	5q34							168.5	AFMB317YD9	fishClones.txt	RP11-128E4	MSD9		182860	HumArray1H3_N1	RP11-128E4
RP11-35O10	HumArray1H3_N3	5	597	0	0.028793	1.020158	0.047059	3		5q34				5989	624.96		172.6	AFM234VH4;D5S496	fishClones.txt	RP11-35O10	MSD9		185500	HumArray1H3_N3	RP11-35O10
RP11-14K9	HumArray1H3_N4	5	598	0	-0.103230	0.930947	0.025505	2	34	5q34-5q35				6076			174.3	AFM112YB6;D5S400	fishClones.txt	RP11-14K9	MSD9		187024	HumArray1H3_N4	RP11-14K9
RP11-15F10	HumArray1H3_J17	5	599	0	-0.010632	0.992657	0.031083	3	3	5q34-5q35				6098	628.42		175.3	AFM265VG5;D5S504	fishClones.txt	RP11-15F10	MSD8		187785	HumArray1H3_J17	RP11-15F10
RP11-182E4	HumArray1H3_N5	5	600	0	-0.349757	0.784716	1000000.000000	1	098	5q34-5q35							176.9	AFM210VF12	fishClones.txt	RP11-182E4	MSD9		188876	HumArray1H3_N5	RP11-182E4
RP11-9I14	HumArray1H3_N6	5	601	1				0	34-5q35	5q35							178.5	AFM102XC1	fishClones.txt	RP11-9I14	MSD9		190061	HumArray1H3_N6	RP11-9I14
RP11-69A18	HumArray1H3_E7	5	602	0	-0.052972	0.963948	0.017037	3	q34-5q35	5q35					635.02		179.1	AFM242XB10;D5S429	fishClones.txt	RP11-69A18	MSD5		190080	HumArray1H3_E7	RP11-69A18
RP11-88L12	HumArray1H3_N7	5	603	0	-0.010966	0.992428	0.025732	3	5.02	5q35							179.8	AFM057XH8	fishClones.txt	RP11-88L12	MSD9		191478	HumArray1H3_N7	RP11-88L12
RP11-105L4	HumArray1H3_N8	5	604	0	-0.123909	0.917698	0.045199	3	5.02	5q35							182.4	AFM302WC9	fishClones.txt	RP11-105L4	MSD9		191960	HumArray1H3_N8	RP11-105L4
RP11-48K2	HumArray1H3_N9	5	605	0	0.013494	1.009397	0.015467	3	34-5q35	5q35				6192	636.94		182.4	AFM350XH1;D5S677	fishClones.txt	RP11-48K2	MSD9		191975	HumArray1H3_N9	RP11-48K2
RP11-125L2	HumArray1H3_N10	5	606	0	0.018642	1.013006	0.014063	3	6192	5q35							183.8	AFMC005WG1	fishClones.txt	RP11-125L2	MSD9		192449	HumArray1H3_N10	RP11-125L2
CTD-2262N19	HumArray1H5_N18	5	607	0	0.032740	1.022953	0.019098	3	2	5q34								stSG46851;FGFR4	fishClones.txt	CTD-2262N19	MSD37		196378	HumArray1H5_N18	CTD-2262N19
RP11-51D11	HumArray1H3_N11	5	608	0	-0.061748	0.958102	0.021629	3		5q35							195	AFM323YH1	fishClones.txt	RP11-51D11	MSD9		197504	HumArray1H3_N11	RP11-51D11
RP11-2I16	HumArray1H3_J18	5	609	0	-0.052495	0.964267	0.004305	3	5q34	5q35							190.9	AFMB307ZA9	fishClones.txt	RP11-2I16	MSD8		199886	HumArray1H3_J18	RP11-2I16
RP1-240G13	HumArray1S1_A34	5	610	1				0		5 q tel								5 q tel	TELOMERE		MSD35		200000	HumArray1S1_A34	RP1-240G13
GS1-196I5	HumArray1S1_A35	6	611	0	0.072430	1.051486	0.019972	3	q tel	6 p tel								6 p tel	TELOMERE		MSD35		0	HumArray1S1_A35	GS1-196I5
RP11-53P21	HumArray1H3_J19	6	612	0	-0.001548	0.998927	0.040096	3	4	6p24-6p25							6.4	AFMA074ZD1	fishClones.txt	RP11-53P21	MSD8		5392	HumArray1H3_J19	RP11-53P21
RP11-24N8	HumArray1H3_E8	6	613	0	-0.190329	0.876406	0.039669	2		6p25					30.46		8.6	AFM088YH3;D6S1685	fishClones.txt	RP11-24N8	MSD5		6725	HumArray1H3_E8	RP11-24N8
RP11-168G4	HumArray1H3_J20	6	614	0	-0.107015	0.928507	0.012786	2	35	6p24					39.18		11.4	AFMA341YB1;D6S1598	fishClones.txt	RP11-168G4	MSD8		8046	HumArray1H3_J20	RP11-168G4
RP11-177C16	HumArray1H3_V6	6	615	0	0.002638	1.001830	0.027734	3	-5q35	6p24				216	39.48		12.1	AFMA132YF5;D6S1547	fishClones.txt	RP11-177C16	MSD13		8475	HumArray1H3_V6	RP11-177C16
RP11-1J24	HumArray1H5_I30	6	616	0	-0.005396	0.996267	0.007661	2	6p24	6p24				267	42.35		13.6	AFM296ZB1;D6S1674	fishClones.txt	RP11-1J24	MSD3		9005	HumArray1H5_I30	RP11-1J24
RP11-66E14	HumArray1H3_J21	6	617	0	-0.007574	0.994764	0.040579	3	5	6p24							14.2	AFM207XH2	fishClones.txt	RP11-66E14	MSD8		9905	HumArray1H3_J21	RP11-66E14
RP11-126J14	HumArray1H3_E9	6	618	0	0.012320	1.008576	0.013141	3	24	6p23					48.05		23.9	AFMA306ZH5;D6S1593	fishClones.txt	RP11-126J14	MSD5		15150	HumArray1H3_E9	RP11-126J14
RP11-83B17	HumArray1H3_J22	6	619	0	0.001855	1.001286	0.026588	3	8.05	6p23							25.9	AFMB337WG9	fishClones.txt	RP11-83B17	MSD8		16331	HumArray1H3_J22	RP11-83B17
RP11-113K20	HumArray1H3_J23	6	620	0	-0.082062	0.944706	0.033281	3	4	6p23					58.69		29.6	AFMB296XG5;D6S1630	fishClones.txt	RP11-113K20	MSD8		18288	HumArray1H3_J23	RP11-113K20
CTD-2094H4	HumArray1H5_F32	6	621	0	-0.164122	0.892472	0.015022	3	9	6p22.3-6p23					60.1			stSG6805;SCA1	stsMap.txt	RH71007	MSD32		18778	HumArray1H5_F32	CTD-2094H4
RP11-88E14	HumArray1H3_V7	6	622	0	-0.005186	0.996412	0.001839	3		6p22.3-6p23				1017	64.13		30.8	AFM199YE5;D6S288	fishClones.txt	RP11-88E14	MSD13		18841	HumArray1H3_V7	RP11-88E14
RP11-163E21	HumArray1H3_J24	6	623	0	-0.108540	0.927526	0.033706	3	1017	6p22							32.4	AFMA288ZG9	fishClones.txt	RP11-163E21	MSD8		19104	HumArray1H3_J24	RP11-163E21
RP11-22P23	HumArray1H3_V8	6	624	0	-0.024933	0.982866	0.030197	2	p23	6p22-6p23					69.66		32.9	AFMC024XB9;D6S1667	fishClones.txt	RP11-22P23	MSD13		19398	HumArray1H3_V8	RP11-22P23
RP11-43B4	HumArray1H3_J25	6	625	0	-0.004073	0.997181	0.046008	3		6p22-6p23							34.2	AFMA059ZE1	fishClones.txt	RP11-43B4	MSD8		22866	HumArray1H3_J25	RP11-43B4
RP11-159C8	HumArray1H3_E10	6	626	0	-0.028260	0.980602	0.010168	3	23	6p22				1119	81.72		35.7	AFM234XA3;D6S422	fishClones.txt	RP11-159C8	MSD5		23191	HumArray1H3_E10	RP11-159C8
CTD-2018P8	HumArray1H5_G18	6	627	1				0		6p22.3								stSG15990;E2F3	refflat.txt	E2F3	MSD32		23258	HumArray1H5_G18	CTD-2018P8
RP11-3D15	HumArray1H3_V9	6	628	0	0.011507	1.008008	0.016205	3	.72	6p22.3							38	AFMA340ZB5	fishClones.txt	RP11-3D15	MSD13		24464	HumArray1H3_V9	RP11-3D15
RP11-273J1	HumArray1H3_J26	6	629	0	0.009118	1.006340	0.044952	3	1119	6p22.3							39.3	AFMA045XH1	fishClones.txt	RP11-273J1	MSD8		24778	HumArray1H3_J26	RP11-273J1
RP11-53I19	HumArray1H3_V10	6	630	0	-0.004784	0.996689	1000000.000000	1	3	6p22.3				1309	94.22		40.2	AFMB355WG5;D6S1660	fishClones.txt	RP11-53I19	MSD13		26158	HumArray1H3_V10	RP11-53I19
RP11-224B15	HumArray1H3_E11	6	631	0	-0.134832	0.910776	0.010557	3	3	6p22.3				1298	95.9		41.3	AFM316ZG5;D6S461	fishClones.txt	RP11-224B15	MSD5		26437	HumArray1H3_E11	RP11-224B15
RP11-52C20	HumArray1H3_V11	6	632	0	-0.034779	0.976181	0.004655	3	.9	6p22							41.3	AFM217XG7	fishClones.txt	RP11-52C20	MSD13		26692	HumArray1H3_V11	RP11-52C20
RP11-145M23	HumArray1H3_J27	6	633	0	0.002361	1.001638	0.015613	3	.9	6p22							42	AFMA183WB5	fishClones.txt	RP11-145M23	MSD8		27488	HumArray1H3_J27	RP11-145M23
CTD-2144B12	HumArray1H5_F33	6	634	0	-0.076388	0.948429	0.062672	3	2	6p22					104.32			sts-U60319;HFE	refflat.txt	HFE	MSD32		29731	HumArray1H5_F33	CTD-2144B12
RP11-2P4	HumArray1H3_J28	6	635	0	-0.065081	0.955892	0.064750	2		6p22.1				1437			44.3	AFM248XH1;D6S306	fishClones.txt	RP11-2P4	MSD8		31464	HumArray1H3_J28	RP11-2P4
CTD-2130B14	HumArray1H5_N22	6	636	0	-0.118404	0.921206	0.027898	3	437	6p21.2								SHGC-11076;TNF	refflat.txt	TNF	MSD37		35184	HumArray1H5_N22	CTD-2130B14
RP11-119C22	HumArray1H3_V12	6	637	0	-0.122143	0.918822	0.006174	3	.1	6p21.3							48.4	AFMB293XF9	fishClones.txt	RP11-119C22	MSD13		37323	HumArray1H3_V12	RP11-119C22
RP11-54H13	HumArray1H3_E12	6	638	0	-0.177149	0.884449	0.013423	2	3	6p21.3				1845	118.53		45.4	AFMC019YC5;D6S1666	fishClones.txt	RP11-54H13	MSD5		40077	HumArray1H3_E12	RP11-54H13
RP11-197P9	HumArray1H3_J29	6	639	0	0.003111	1.002159	0.021201	3		6p21.2-6p21.3				1998			48.2	AFM268XE1;D6S439	fishClones.txt	RP11-197P9	MSD8		41904	HumArray1H3_J29	RP11-197P9
RP11-139J19	HumArray1H3_V13	6	640	0	0.027648	1.019349	0.019506	3	3.2	6p21.2-6p21.3				2142	129.45		49.8	AFM203YG7;D6S291	fishClones.txt	RP11-139J19	MSD13		43017	HumArray1H3_V13	RP11-139J19
CTD-2118F18	HumArray1H5_G17	6	641	1				0	.45	6p21.2					134.05			U09579;CDKN1A	stsMap.txt	RH70551	MSD32		43406	HumArray1H5_G17	CTD-2118F18
CTD-2122A15	HumArray1H5_N19	6	642	0	-0.050752	0.965433	0.107112	2		6p21								SHGC-9756;PIM1	stsMap.txt	RH8721	MSD37		43973	HumArray1H5_N19	CTD-2122A15
RP11-174E21	HumArray1H3_E13	6	643	0	-0.040548	0.972285	0.011443	3	.2-6p21.3	6p21.2					139.68		52.6	AFMA134VD5;D6S1548	fishClones.txt	RP11-174E21	MSD5		44375	HumArray1H3_E13	RP11-174E21
RP11-136C6	HumArray1H3_V14	6	644	0	0.042238	1.029710	0.037370	3	.68	6p21.2							53.9	AFMB024YG1	fishClones.txt	RP11-136C6	MSD13		45944	HumArray1H3_V14	RP11-136C6
RP11-133J6	HumArray1H3_J30	6	645	0	0.053560	1.037823	0.030321	3	1.2	6p21.2							54	AFM337YD1	fishClones.txt	RP11-133J6	MSD8		45970	HumArray1H3_J30	RP11-133J6
RP11-14G23	HumArray1H3_V16	6	646	0	-0.038879	0.973411	0.004271	3	.68	6p21.2							59.6	AFMB014YF5	fishClones.txt	RP11-14G23	MSD13		47657	HumArray1H3_V16	RP11-14G23
RP11-105P7	HumArray1H3_V15	6	647	0	0.218275	1.163342	0.010934	2	-6p21.3	6p21.2				2362	146.38		58.2	AFM164XF4;D6S1562	fishClones.txt	RP11-105P7	MSD13		47905	HumArray1H3_V15	RP11-105P7
RP11-10M23	HumArray1H3_E14	6	648	0	-0.053753	0.963427	0.008714	3	-6p21.3	6p21.1				2489	162.76		65.2	AFMA272ZB5;D6S1582	fishClones.txt	RP11-10M23	MSD5		50544	HumArray1H3_E14	RP11-10M23
RP11-91H14	HumArray1H3_V17	6	649	0	-0.023550	0.983809	0.029166	3	6p21.1	6p21.1				2545			66.4	AFM298WE1;D6S451	fishClones.txt	RP11-91H14	MSD13		50951	HumArray1H3_V17	RP11-91H14
RP11-121G20	HumArray1H3_V18	6	650	0	-0.088745	0.940341	0.025716	3		6p21.1					166.65		68.7	AFMB334YG9;D6S1650	fishClones.txt	RP11-121G20	MSD13		51576	HumArray1H3_V18	RP11-121G20
RP11-40P17	HumArray1H3_E15	6	651	0	-0.197171	0.872259	0.011033	3	.1	6p12				2863	195.55		73.9	AFM079XA5;D6S427	fishClones.txt	RP11-40P17	MSD5		54198	HumArray1H3_E15	RP11-40P17
RP11-39C2	HumArray1H5_I31	6	652	0	-0.043839	0.970070	0.011007	3	2	6p12				2704	178.19		72.2	AFM301WB9;D6S452	fishClones.txt	RP11-39C2	MSD3		55306	HumArray1H5_I31	RP11-39C2
RP11-3M23	HumArray1H3_J31	6	653	0	0.041707	1.029331	0.018234	3	2	6p12.3					176.19		71.5	AFMB336ZH9;D6S1651	fishClones.txt	RP11-3M23	MSD8		55689	HumArray1H3_J31	RP11-3M23
RP11-58P9	HumArray1H3_V19	6	654	0	-0.058413	0.960320	0.021489	3	651	6p12							72.8	AFM015XG5	INTERPOL_CM		MSD13		55713	HumArray1H3_V19	RP11-58P9
RP11-7H16	HumArray1H3_V20	6	655	0	-0.041754	0.971473	0.002569	3		6p12					203.24		77.6	AFMB283WE9;D6S1623	fishClones.txt	RP11-7H16	MSD13		61744	HumArray1H3_V20	RP11-7H16
RP11-284E1	HumArray1H3_J32	6	656	0	-0.051368	0.965021	0.026362	2	.24	6p12							77.6	AFMA230XA5	fishClones.txt	RP11-284E1	MSD8		62138	HumArray1H3_J32	RP11-284E1
RP11-146B10	HumArray1H3_V21	6	657	0	0.332429	1.259131	0.555138	3		6p12.1							78.2	AFMB314WH5	fishClones.txt	RP11-146B10	MSD13		64011	HumArray1H3_V21	RP11-146B10
RP11-111P16	HumArray1H3_E16	6	658	0	-0.386910	0.764766	1000000.000000	1		6p12				3048			79.4	AFM240YD6;D6S428	fishClones.txt	RP11-111P16	MSD5		64191	HumArray1H3_E16	RP11-111P16
RP3-445N2	HumArray1S1_A36	6	659	0	-0.116056	0.922707	1000000.000000	1	3048	6p12.1-p21.1								D6S414	fishClones.txt	RP3-445N2	MSD35		64950	HumArray1S1_A36	RP3-445N2
RP11-164C22	HumArray1H3_V22	6	660	0	-0.088768	0.940325	0.027587	3	3	6q11.1-6q11.2					277.02		81.6	AFMA054ZH9;D6S1695	fishClones.txt	RP11-164C22	MSD13		71439	HumArray1H3_V22	RP11-164C22
RP11-277K21	HumArray1H3_J33	6	661	0	0.100953	1.072482	0.063012	3	77.02	6q12-6q13							80.8	AFMB291ZB5	stsMap.txt	AFMB291ZB5	MSD8		73212	HumArray1H3_J33	RP11-277K21
CTD-2009C6	HumArray1H5_F34	6	662	0	-0.051325	0.965050	0.018272	3		6q12					298.97			stSG6355;PTP4A1	refflat.txt	PTP4A1	MSD32		73400	HumArray1H5_F34	CTD-2009C6
RP11-2M9	HumArray1H3_V23	6	663	0	-0.045513	0.968945	0.015100	3		6q12-6q13							83.6	AFM295TB3	fishClones.txt	RP11-2M9	MSD13		82072	HumArray1H3_V23	RP11-2M9
RP11-121K16	HumArray1H3_E17	6	664	0	-0.010821	0.992527	0.006041	3	.02	6q12-6q13							85	AFM343VC1	fishClones.txt	RP11-121K16	MSD5		82544	HumArray1H3_E17	RP11-121K16
RP11-28P18	HumArray1H3_V24	6	665	0	-0.024786	0.982966	0.007764	2	2	6q13-6q14							88.8	AFMB352WC1	fishClones.txt	RP11-28P18	MSD13		85490	HumArray1H3_V24	RP11-28P18
RP11-217L13	HumArray1H3_J34	6	666	0	0.006342	1.004406	0.044424	3	.1-6q11.2	6q14				3836	342.94		90	AFM191XA3;D6S284	fishClones.txt	RP11-217L13	MSD8		90187	HumArray1H3_J34	RP11-217L13
RP11-32O2	HumArray1H3_J35	6	667	0	-0.033881	0.976789	0.038085	3	q14	6q15					374.96		93.2	AFM199ZF12;D6S1601	fishClones.txt	RP11-32O2	MSD8		96947	HumArray1H3_J35	RP11-32O2
RP11-52B15	HumArray1H3_E18	6	668	0	-0.044229	0.969808	0.005152	3	2	6q14-6q15				4108	390.74		96.1	AFMB321ZB1;D6S1644	fishClones.txt	RP11-52B15	MSD5		102175	HumArray1H3_E18	RP11-52B15
RP11-13I21	HumArray1H3_V25	6	669	0	-0.075178	0.949225	0.023292	3	q15	6q15-6q16.1					398.1		99	AFMA223WD9;D6S1570	fishClones.txt	RP11-13I21	MSD13		103801	HumArray1H3_V25	RP11-13I21
RP11-113K7	HumArray1H3_J36	6	670	0	-0.108844	0.927331	0.024102	3	1	6q15							100.9	AFMB296XH1	fishClones.txt	RP11-113K7	MSD8		105186	HumArray1H3_J36	RP11-113K7
RP11-14G17	HumArray1H3_V26	6	671	0	-0.104414	0.930183	0.005912	3	.2	6q16.1-6q16.2				4600	432.78		107.2	AFM119YB6;D6S1717	fishClones.txt	RP11-14G17	MSD13		114247	HumArray1H3_V26	RP11-14G17
CTD-2026K7	HumArray1H5_N21	6	672	0	-0.083141	0.944000	0.046085	3		6q22								M74091;CCNC	stsMap.txt	RH17736	MSD37		114610	HumArray1H5_N21	CTD-2026K7
RP11-14I4	HumArray1H3_E19	6	673	0	-0.051415	0.964989	0.026982	3	2	6q16							108	AFM288VG5	fishClones.txt	RP11-14I4	MSD5		115079	HumArray1H3_E19	RP11-14I4
RP11-73D20	HumArray1H3_E20	6	674	0	-0.339680	0.790217	0.057941	2	1-6q16.2	6q16.3				4709	443.52		109.2	AFM123YA7;D6S434	fishClones.txt	RP11-73D20	MSD6		117042	HumArray1H3_E20	RP11-73D20
RP11-47E20	HumArray1H5_I32	6	675	0	-0.062638	0.957512	0.026628	3	1-6q16.2	6q16-6q21.1				4817			113.4	AFM164YA5;D6S1563	fishClones.txt	RP11-47E20	MSD3		120586	HumArray1H5_I32	RP11-47E20
RP11-165E15	HumArray1H3_V27	6	676	0	-0.025879	0.982222	0.019320	3		6q21							116.2	AFM162XC3	fishClones.txt	RP11-165E15	MSD13		123459	HumArray1H3_V27	RP11-165E15
RP11-78P9	HumArray1H3_E21	6	677	0	-0.054122	0.963180	0.040819	3	q21.1	6q21					465.25		117.3	AFMA309XH1;D6S1594	fishClones.txt	RP11-78P9	MSD6		123732	HumArray1H3_E21	RP11-78P9
RP11-51N24	HumArray1H3_K3	6	678	0	0.111855	1.080617	0.013318	3	6q16.2	6q21-6q22.1				5065	482.78		120.4	AFM102XF12;D6S266	MANUAL_NCBI	AFM102XF12	MSD8		123869	HumArray1H3_K3	RP11-51N24
RP11-75C8	HumArray1H3_V29	6	679	0	0.050680	1.035753	0.006024	3		6q21-6q22.1							118.7	AFM224YB4	fishClones.txt	RP11-75C8	MSD13		127759	HumArray1H3_V29	RP11-75C8
RP11-28L24	HumArray1H3_V28	6	680	0	-0.063794	0.956745	0.019499	2	6q22.1	6q22.1				5000			118.1	AFM211ZE5;D6S416	fishClones.txt	RP11-28L24	MSD13		128201	HumArray1H3_V28	RP11-28L24
RP11-59F18	HumArray1H3_K1	6	681	0	-0.024602	0.983092	0.011317	3	22.1	6q21-6q22					478.7		119.6	AFM260YC1;D6S432	fishClones.txt	RP11-59F18	MSD8		128696	HumArray1H3_K1	RP11-59F18
RP11-24F12	HumArray1H3_V30	6	682	0	-0.107869	0.927958	0.009541	3		6q22.1							120.4	AFM301ZB1	fishClones.txt	RP11-24F12	MSD13		131248	HumArray1H3_V30	RP11-24F12
RP11-28K19	HumArray1H3_E22	6	683	0	-0.019446	0.986612	0.025505	3	6.2	6q22.2-6q22.3				5328	490.96		122	AFM198ZE1;D6S287	fishClones.txt	RP11-28K19	MSD6		135952	HumArray1H3_E22	RP11-28K19
RP11-59D10	HumArray1H3_V31	6	684	0	-0.092858	0.937663	0.043519	3	28	6q22.1							122.4	AFMB019WD9	fishClones.txt	RP11-59D10	MSD13		137312	HumArray1H3_V31	RP11-59D10
RP11-231F3	HumArray1H3_V32	6	685	0	-0.113937	0.924063	0.013962	3	2-6q22.3	6q22					505.27		124.2	AFM199ZH10;D6S408	fishClones.txt	RP11-231F3	MSD13		141694	HumArray1H3_V32	RP11-231F3
RP11-12C21	HumArray1H3_K2	6	686	0	0.060408	1.042760	0.034930	3	.27	6q22.3							124.9	AFMA060ZF9	fishClones.txt	RP11-12C21	MSD8		142120	HumArray1H3_K2	RP11-12C21
RP11-107M3	HumArray1H3_V33	6	687	0	-0.092877	0.937651	0.011101	3	2.3	6q22.3				5558	514.9		126.5	AFM198WG11;D6S407	fishClones.txt	RP11-107M3	MSD13		145639	HumArray1H3_V33	RP11-107M3
RP11-139O22	HumArray1H3_V34	6	688	0	-0.071838	0.951425	0.025526	3	2	6q23.1-6q23.2				5649	522.37		129.8	AFM059YD6;D6S262	fishClones.txt	RP11-139O22	MSD13		148714	HumArray1H3_V34	RP11-139O22
RP11-177M14	HumArray1H3_E23	6	689	0	-0.028293	0.980580	0.015630	3	q23.1-6q23.2	6q23.2				5766			135.5	AFMA052VF1;D6S975	fishClones.txt	RP11-177M14	MSD6		151397	HumArray1H3_E23	RP11-177M14
CTC-268N4	HumArray1S1_C7	6	690	0	-0.020864	0.985642	0.039117	3	5	6q22-q23  								D6S1431	stsMap.txt	WI-8983	MSD24		153368	HumArray1S1_C7	CTC-268N4
RP11-32P13	HumArray1H3_K4	6	691	0	0.055966	1.039555	0.022350	3	q23.1-6q23.2	6q23				5856	544.33		138.2	AFM203ZA9;D6S292	fishClones.txt	RP11-32P13	MSD8		154166	HumArray1H3_K4	RP11-32P13
CTD-2015J17	HumArray1H5_F35	6	692	0	-0.164989	0.891935	0.010144	3		6q23-6q24					551.94			stSG6833;IFNGR1	fishClones.txt	CTD-2015J17	MSD32		155267	HumArray1H5_F35	CTD-2015J17
RP11-15H7	HumArray1H3_E24	6	693	0	-0.135737	0.910205	0.015006	3	q24	6q24.1				5929			144.4	AFM254XH1;D6S314	fishClones.txt	RP11-15H7	MSD6		157782	HumArray1H3_E24	RP11-15H7
GS-59B4	HumArray1S1_D10	6	694	0	0.202565	1.150743	0.006708	3	5929	6q25.								STSG62239;D6S1846	stsMap.txt	RH103609	MSD25		171756	HumArray1S1_D10	GS-59B4
RP11-20H19	HumArray1H3_E25	6	695	0	0.088376	1.063173	0.041549	3	1-6q23.2	6q25.2				6464	604.37		156.4	AFMA133XA5;D6S473	fishClones.txt	RP11-20H19	MSD6		175263	HumArray1H3_E25	RP11-20H19
CTD-2043F20	HumArray1H5_F36	6	696	0	-0.123444	0.917994	0.003993	3	4.37	6q25.3					620.83			M13150;MAS1	stsMap.txt	RH17660	MSD32		180660	HumArray1H5_F36	CTD-2043F20
RP11-43B19	HumArray1H3_V35	6	697	0	0.324711	1.252414	0.012039	3	5.2	6q26					622.93		166.6	AFMA244XC9;D6S1579	fishClones.txt	RP11-43B19	MSD13		181532	HumArray1H3_V35	RP11-43B19
CTD-2051E21	HumArray1H5_G9	6	698	0	-0.004184	0.997104	0.002551	2		6q27					651.09			WI-18913;TBP	stsMap.txt	RH60686	MSD32		191757	HumArray1H5_G9	CTD-2051E21
RP1-57H24	HumArray1S1_B14	6	699	0	-0.006132	0.995759	0.024937	3		6 q tel								6 q tel	TELOMERE		MSD35		200000	HumArray1S1_B14	RP1-57H24
RP1-164D18	HumArray1S1_B15	7	700	0	0.037447	1.026296	0.015999	3	tel	7 p tel								7 p tel	TELOMERE		MSD35		0	HumArray1S1_B15	RP1-164D18
RP11-23D23	HumArray1H5_A28	7	701	0	-0.169998	0.888844	0.020152	3	.93	7p22				63				SHGC-32510;H28120	fishClones.txt	RP11-23D23	MSD31		816	HumArray1H5_A28	RP11-23D23
CTC-329F6	HumArray1BF_D10	7	702	0	0.042381	1.029812	0.027908	3		7p22.2c- p22.3a									fishClones.txt	CTC-329F6	MSD24		2255	HumArray1BF_D10	CTC-329F6
RP11-96L18	HumArray1H5_A29	7	703	0	-0.014030	0.990322	0.033394	2		7p22				111				SHGC-1178;L16301.1	fishClones.txt	RP11-96L18	MSD31		2782	HumArray1H5_A29	RP11-96L18
GS1-191O15	HumArray1H4_E14	7	704	0	-0.037362	0.974435	0.023662	3	11	7q22.2b-p22.2c									fishClones.txt	GS1-191O15	MSD17		2907	HumArray1H4_E14	GS1-191O15
RP11-234N20	HumArray1H5_A30	7	705	0	-0.057477	0.960943	0.003304	3	26	7p22.2				130			4.8	AFMC027XB5;D7S2521	fishClones.txt	RP11-234N20	MSD31		3020	HumArray1H5_A30	RP11-234N20
RP11-191P7	HumArray1H5_A27	7	706	0	-0.102133	0.931654	0.041867	2	30						26.82		4.8	AFM254YC9;D7S531	stsMap.txt	AFM254YC9	MSD31		3149	HumArray1H5_A27	RP11-191P7
CTB-146A2	HumArray1BF_D12	7	707	0	0.004344	1.003015	0.017124	3	2	7p22.1c								D7S2445	fishClones.txt	CTB-146A2	MSD25		5004	HumArray1BF_D12	CTB-146A2
GS1-42C19	HumArray1BF_D1	7	708	0	-0.054170	0.963148	0.009348	3		7p22.1b									stsMap.txt	SWSS3152	MSD23		6732	HumArray1BF_D1	GS1-42C19
RP11-2K20	HumArray1H5_A32	7	709	0	-0.129586	0.914094	0.012593	3	2	7p22				246	43.63		10.6	AFM049XE3;D7S481	fishClones.txt	RP11-2K20	MSD31		7006	HumArray1H5_A32	RP11-2K20
